domain phylum class order family genus species tax_id tax_level 	CRR125950_0.5.bracken_frac CRR125950_0.90.bracken_frac CRR125950_0.95.bracken_frac CRR125950_0.99.bracken_frac CRR125950_0.bracken_frac CRR125950_1.bracken_frac 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Gemmobacter Gemmobacter sp. HYN0069 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter nitrofigilis 28199 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Brucellaceae Ochrobactrum Ochrobactrum quorumnocens 271865 	0 0 0 0 3 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter butzleri 28197 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Candidatus Gullanella Candidatus Gullanella 	1070130 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Francisellaceae Allofrancisella Allofrancisella guangzhouensis 594679 	0 0 0 0 5 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Serratia Serratia symbiotica 138074 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter calcoaceticus 471 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Moraxella Moraxella bovis 476 	0 0 0 0 2 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus sp. HSISS2 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Viruses NA NA NA NA NA Beihai picorna-like virus 	1922615 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium jeonii 266749 	0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Paludibacteraceae Paludibacter Paludibacter propionicigenes 185300 	0 0 0 0 17 0 
Bacteria Actinobacteria Coriobacteriia Coriobacteriales Atopobiaceae Olsenella Olsenella sp. GAM18 	S 0.00000 0.00000 0.00000 0.00000 0.00186 0.00000 
